Consumer,1732,1663800
Producer,2579,100
Consumer,561,676300
Producer,4972,100
Consumer,4636,35463900
Producer,2989,100
Consumer,3031,23033500
Consumer,2100,100
Producer,1356,100
Producer,4611,100
Consumer,1754,200
Consumer,2242,100
Consumer,2205,1506800
Producer,3533,100
Producer,1077,100
Consumer,4446,16485400
Producer,1816,0
Consumer,446,100
Producer,4629,0
Consumer,3533,16079700
Consumer,2349,3815200
Producer,2509,100
Consumer,2781,7961200
Producer,2514,200
Consumer,1407,1432800
Producer,3201,100
Consumer,4362,630400
Producer,4291,100
Consumer,3488,17676000
Producer,2110,200
Consumer,421,808400
Consumer,1902,2883200
Consumer,602,1371400
Producer,1296,200
Producer,1862,100
Consumer,1197,100
Producer,534,200
Producer,2953,100
Consumer,4757,8624900
Producer,3348,100
Consumer,2829,1023500
Producer,4178,0
Consumer,4291,1729500
Producer,3795,400
Consumer,4404,2586800
Consumer,224,200
Producer,1647,200
Producer,4652,200
Consumer,1461,200
Consumer,1897,100
Consumer,3007,16573900
Producer,951,200
Producer,3676,100
Consumer,2582,905100
Consumer,1466,100
Producer,52,200
Producer,3465,100
Consumer,2393,100
Producer,3766,100
Consumer,3732,10557700
Consumer,1439,0
Producer,4728,200
Consumer,4892,15806900
Producer,7,100
Producer,1059,200
Producer,1786,200
Consumer,2691,849900
Producer,388,100
Producer,3975,500
Consumer,4771,14542500
Producer,2089,300
Producer,490,100
Producer,667,400
Consumer,2146,726700
Producer,3800,200
Consumer,4649,33348400
Producer,83,200
Consumer,63,0
Producer,2000,300
Consumer,2227,1723200
Producer,483,100
Producer,285,100
Producer,2671,300
Consumer,3503,7050000
Producer,662,300
Producer,2755,200
Consumer,2771,100
Producer,2664,200
Consumer,2843,5173100
Producer,1693,100
Consumer,1241,100
Producer,3398,100
Consumer,4114,979900
Producer,1524,300
Consumer,919,1978400
Producer,1658,200
Producer,1810,200
Consumer,2353,2016700
Consumer,1315,1137400
Producer,3459,200
Consumer,3987,33877500
Producer,3346,200
Consumer,2999,7520900
Producer,1297,200
Consumer,532,200
Producer,1949,200
Consumer,2288,5475600
Producer,2644,400
Consumer,732,100
Producer,2885,100
Consumer,3825,20735100
Consumer,1355,100
Producer,1760,100
Consumer,1608,300
Producer,1890,300
Producer,1578,200
Consumer,2972,13913800
Consumer,1127,200
Producer,4683,300
Consumer,4554,35849900
Producer,4176,200
Consumer,3888,8143300
Producer,453,200
Consumer,130,0
Producer,2071,100
Consumer,2822,200
Producer,2513,100
Producer,746,100
Consumer,2827,8151100
Producer,1992,100
Consumer,2116,0
Producer,2218,300
Producer,1929,200
Consumer,3197,11629500
Producer,4912,0
Consumer,3231,300
Consumer,384,100
Producer,2917,100
Consumer,2967,14153900
Consumer,2106,100
Producer,2151,100
Producer,2528,100
Consumer,4141,20753200
Consumer,899,100
Producer,3598,100
Producer,3635,200
Consumer,4889,2108600
Consumer,1662,100
Producer,1771,100
Producer,2145,400
Consumer,4610,70773500
Producer,3740,0
Consumer,3276,29474900
Producer,4767,100
Consumer,3284,8293000
Consumer,269,1063400
Consumer,1016,1095900
Producer,464,200
Producer,4574,100
Consumer,3770,5089700
Consumer,148,100
Producer,4927,200
Consumer,3532,14593200
Producer,4578,100
Consumer,3332,1839600
Consumer,3613,100
Producer,164,100
Producer,4828,0
Consumer,2799,14639100
Consumer,1353,1172900
Consumer,1313,200
Producer,4993,100
Consumer,4759,13135800
Consumer,230,100
Producer,2666,100
Consumer,1293,703700
Consumer,938,100
Producer,4124,200
Consumer,3550,3539300
Producer,2724,100
Consumer,4099,32299400
Producer,1832,200
Consumer,1217,100
Producer,1226,100
Consumer,705,100
Producer,3005,100
Consumer,3189,11061800
Producer,4973,200
Consumer,4357,14558700
Consumer,1107,1540300
Producer,1252,100
Producer,357,200
Producer,1018,100
Consumer,1076,580800
Producer,2902,100
Consumer,4495,35235100
Producer,4051,100
Consumer,3068,804000
Producer,4411,0
Consumer,4552,44821800
Producer,2100,100
Consumer,970,200
Producer,417,100
Consumer,44,100
Producer,1162,300
Consumer,3749,26297400
Producer,4956,200
Consumer,3212,100
Producer,322,200
Consumer,2271,6618300
Producer,4675,200
Consumer,3731,13754600
Consumer,437,200
Producer,2758,100
Producer,1814,0
Consumer,4057,11309300
Producer,3179,100
Consumer,3996,33452900
Producer,3198,100
Consumer,2771,881400
Producer,1352,100
Consumer,1567,868300
Producer,1961,100
Consumer,1324,0
Producer,1458,200
Consumer,733,629000
Producer,3318,100
Consumer,3390,60767800
Consumer,1540,100
Producer,4049,0
Consumer,4019,16693800
Producer,249,200
Producer,1555,100
Producer,1678,100
Consumer,3052,1559000
Consumer,567,715700
Producer,4687,100
Consumer,3919,5660900
Producer,2990,100
Consumer,2930,3111900
Producer,459,100
Producer,2449,100
Consumer,2689,13496400
Producer,4543,100
Consumer,4401,4714300
Producer,4478,100
Consumer,2953,1726600
Producer,2724,100
Consumer,2612,5875100
Consumer,2600,200
Producer,2681,100
Consumer,2687,3954800
Producer,3163,200
Consumer,3184,11215200
Producer,424,200
Producer,2857,100
Consumer,1390,400
Producer,3622,600
Consumer,4273,47111100
Producer,3064,500
Consumer,3197,14074700
Consumer,844,100
Consumer,141,100
Producer,1142,200
Producer,4622,100
Consumer,3855,40694300
Consumer,2056,1127600
Producer,823,100
Producer,52,200
Producer,3450,100
Consumer,2834,1797900
Consumer,1444,786700
Producer,3387,100
Consumer,1524,882400
Producer,4846,100
Consumer,4203,21469900
Producer,815,100
Consumer,1963,901100
Producer,2885,200
Consumer,3954,10182100
Producer,2398,100
Producer,3443,100
Consumer,3177,5378400
Producer,759,500
Consumer,4026,993000
Producer,4062,200
Consumer,3112,7067000
Consumer,943,300
Producer,4358,100
Consumer,3681,1004900
Producer,1004,100
Producer,2004,200
Consumer,2319,5524100
Consumer,906,300
Producer,2922,200
Consumer,416,200
Producer,890,200
Consumer,2387,5658500
Producer,3066,200
Consumer,3921,4755700
Producer,1294,0
Producer,2340,100
Consumer,3664,7504600
Producer,1476,100
Producer,655,100
Consumer,1914,1987200
Producer,4709,100
Consumer,4939,2749200
Producer,2367,200
Consumer,1530,2741500
Consumer,292,0
Producer,1384,100
Producer,2234,0
Consumer,4338,36660000
Producer,3037,100
Consumer,2391,5425900
Producer,4022,100
Consumer,2579,5539100
Producer,4092,100
Consumer,4476,17187500
Producer,679,200
Consumer,2585,10772000
Producer,1499,100
Producer,2494,100
Consumer,4163,6333300
Producer,4198,300
Consumer,1910,100
Producer,2618,100
Consumer,1357,100
Producer,1564,100
Consumer,4112,1848600
Consumer,491,100
Producer,4382,300
Consumer,4638,13545200
Producer,349,300
Consumer,355,1010800
Producer,2186,100
Consumer,2231,2619200
Producer,4635,100
Consumer,1952,1799200
Producer,2359,0
Consumer,3657,2544300
Producer,2731,100
Consumer,3668,19142800
Producer,2842,100
Consumer,2274,4348900
Consumer,458,200
Producer,1747,200
Consumer,1195,100
Producer,1880,0
Consumer,2514,5793700
Consumer,314,100
Producer,3852,100
Consumer,2854,100
Producer,461,100
Producer,2504,0
Consumer,1740,2373000
Consumer,2432,4148200
Producer,4179,100
Consumer,2889,9552400
Producer,4218,0
Consumer,4677,52265500
Producer,591,100
Producer,2057,300
Producer,149,100
Consumer,3201,875600
Producer,2932,100
Consumer,498,0
Producer,1925,0
Consumer,4908,14930100
Producer,508,100
Producer,4835,100
Consumer,4092,6828000
Producer,4013,300
Consumer,4482,100
Consumer,294,100
Consumer,334,1048400
Producer,2041,300
Consumer,1753,2313000
Producer,3127,300
Consumer,2656,5505700
Producer,1905,100
Consumer,830,100
Producer,4876,0
Consumer,4547,11589600
Producer,3136,200
Consumer,4831,4022900
Producer,2961,100
Consumer,2998,4081100
Producer,870,200
Producer,980,200
Consumer,2248,861000
Producer,2994,200
Consumer,1975,200
Producer,2597,100
Producer,4611,200
Consumer,4364,48405500
Consumer,3368,14412800
Producer,1356,200
Consumer,1121,1525500
Producer,244,0
Consumer,767,0
Producer,4973,300
Consumer,2902,8074600
Producer,304,100
Consumer,2388,1679400
Producer,1262,100
Producer,1703,0
Consumer,17,100
Consumer,3285,14802600
Producer,1660,100
Producer,4488,100
Consumer,4050,773000
Producer,4551,100
Consumer,4768,4103300
Producer,3427,100
Consumer,2503,4109800
Producer,3388,100
Consumer,4892,60906900
