5,23,waiter
5,19,waiter
5,34,waiter
5,15,waiter
5,32,waiter
5,48,waiter
5,15,waiter
5,32,waiter
5,16,waiter
5,32,waiter
5,16,waiter
5,32,waiter
5,15,waiter
5,31,waiter
5,17,waiter
5,33,waiter
5,15,waiter
5,31,waiter
5,15,waiter
5,30,waiter
5,16,waiter
5,32,waiter
5,16,waiter
5,29,waiter
5,16,waiter
5,31,waiter
5,16,waiter
5,31,waiter
5,16,waiter
5,16,waiter
5,16,waiter
5,17,waiter
5,16,waiter
5,16,waiter
5,31,waiter
5,31,waiter
5,28,waiter
5,28,waiter
5,32,waiter
5,32,waiter
5,31,waiter
5,32,waiter
5,30,waiter
5,30,waiter
5,32,waiter
5,32,waiter
5,30,waiter
5,30,waiter
5,25,waiter
5,215,waiter
10,28,waiter
10,0,waiter
10,22,waiter
10,27,waiter
10,55,waiter
10,32,waiter
10,16,waiter
10,0,waiter
10,12,waiter
10,0,waiter
10,15,waiter
10,31,waiter
10,15,waiter
10,2,waiter
10,2,waiter
10,29,waiter
10,29,waiter
10,118,waiter
10,31,waiter
10,15,waiter
10,1,waiter
10,31,waiter
10,16,waiter
10,15,waiter
10,926,waiter
10,32,waiter
10,168,waiter
10,31,waiter
10,144,waiter
10,26,waiter
10,27,waiter
10,23,waiter
10,23,waiter
10,32,waiter
10,114,waiter
10,31,waiter
10,36,waiter
10,16,waiter
10,32,waiter
10,29,waiter
10,14,waiter
10,16,waiter
10,30,waiter
10,16,waiter
10,32,waiter
10,32,waiter
10,741,waiter
10,31,waiter
10,35,waiter
10,120,waiter
10,31,waiter
10,30,waiter
10,32,waiter
10,93,waiter
10,32,waiter
10,32,waiter
10,31,waiter
10,47,waiter
10,31,waiter
10,91,waiter
10,32,waiter
10,0,waiter
10,32,waiter
10,32,waiter
10,96,waiter
10,28,waiter
10,31,waiter
10,96,waiter
10,32,waiter
10,59,waiter
10,31,waiter
10,29,waiter
10,32,waiter
10,64,waiter
10,32,waiter
10,32,waiter
10,80,waiter
10,30,waiter
10,16,waiter
10,31,waiter
10,28,waiter
10,16,waiter
10,32,waiter
10,32,waiter
10,44,waiter
10,160,waiter
10,0,waiter
10,32,waiter
10,16,waiter
10,32,waiter
10,17,waiter
10,16,waiter
10,16,waiter
10,28,waiter
10,201,waiter
10,31,waiter
10,533,waiter
10,31,waiter
10,317,waiter
10,2405,waiter
15,6,waiter
15,16,waiter
15,48,waiter
15,32,waiter
15,15,waiter
15,0,waiter
15,32,waiter
15,33,waiter
15,0,waiter
15,31,waiter
15,31,waiter
15,29,waiter
15,16,waiter
15,28,waiter
15,16,waiter
15,16,waiter
15,80,waiter
15,29,waiter
15,45,waiter
15,1,waiter
15,66,waiter
15,16,waiter
15,0,waiter
15,1,waiter
15,28,waiter
15,28,waiter
15,29,waiter
15,32,waiter
15,27,waiter
15,75,waiter
15,13,waiter
15,29,waiter
15,33,waiter
15,25,waiter
15,1386,waiter
15,32,waiter
15,484,waiter
15,32,waiter
15,32,waiter
15,20,waiter
15,108,waiter
15,16,waiter
15,24,waiter
15,31,waiter
15,32,waiter
15,30,waiter
15,31,waiter
15,28,waiter
15,32,waiter
15,2837,waiter
15,32,waiter
15,81,waiter
15,363,waiter
15,32,waiter
15,88,waiter
15,129,waiter
15,28,waiter
15,28,waiter
15,29,waiter
15,28,waiter
15,31,waiter
15,30,waiter
15,28,waiter
15,471,waiter
15,28,waiter
15,32,waiter
15,647,waiter
15,32,waiter
15,29,waiter
15,32,waiter
15,32,waiter
15,567,waiter
15,28,waiter
15,29,waiter
15,2708,waiter
15,33,waiter
15,92,waiter
15,33,waiter
15,28,waiter
15,29,waiter
15,32,waiter
15,28,waiter
15,138,waiter
15,32,waiter
15,32,waiter
15,16,waiter
15,32,waiter
15,872,waiter
15,752,waiter
15,30,waiter
15,29,waiter
15,32,waiter
15,841,waiter
15,30,waiter
15,28,waiter
15,32,waiter
15,31,waiter
15,29,waiter
15,32,waiter
